SRR1502985.Contig_15250_10.499_length_1056	1056
SRR1502985.Contig_16808_159.06_length_1700	1700
SRR1502995.Contig_10708_5.21653_length_625	625
SRR1503003.Contig_16236_16.5853_length_917	917
SRR1503003.Contig_36224_22.8118_length_1157	1157
SRR1503014.Contig_1767_32.7754_length_955	955
SRR1503014.Contig_14537_28.6152_length_1010	1010
SRR1503014.Contig_21735_274.619_length_545	545
SRR1503014.Contig_23260_138.031_length_1577	1577
SRR1503014.Contig_23598_42.0908_length_978	978
SRR1503018.Contig_6938_18.8896_length_1071	1071
SRR1503018.Contig_9684_27.2598_length_2968	2968
SRR1503018.Contig_10578_6.08371_length_904	904
SRR1503018.Contig_11718_28.2671_length_4008	4008
SRR1503018.Contig_11930_7.94126_length_718	718
SRR1503018.Contig_20757_6.19976_length_856	856
SRR1503018.Contig_29971_21.6498_length_3621	3621
SRR1503019.Contig_8470_10.2775_length_683	683
SRR1503019.Contig_11154_50.333_length_6350	6350
SRR1503019.Contig_13592_14.9695_length_1429	1429
SRR1503019.Contig_18356_4.28834_length_672	672
SRR1503019.Contig_18817_9.30538_length_652	652
SRR1503019.Contig_22032_542.914_length_5984	5984
SRR1503019.Contig_22286_9.14144_length_727	727
SRR1503019.Contig_23808_4.83929_length_692	692
SRR1503019.Contig_24974_1468.39_length_2791	2791
SRR1503019.Contig_25937_6.74581_length_677	677
SRR1503019.Contig_28249_11.7248_length_1637	1637
SRR1503019.Contig_29565_7.40157_length_909	909
SRR1503019.Contig_35386_1189.11_length_9607	9607
SRR1503020.Contig_2846_5.14849_length_781	781
SRR1503020.Contig_4951_8.84253_length_890	890
SRR1503020.Contig_13378_5.06168_length_555	555
SRR1503020.Contig_14811_7.41463_length_553	553
SRR1503020.Contig_15838_46.7165_length_2080	2080
SRR1503020.Contig_19367_7.41322_length_1109	1109
SRR1503020.Contig_31005_33.1948_length_713	713
SRR1503020.Contig_32574_24.5814_length_880	880
SRR1503020.Contig_33814_51.504_length_1780	1780
SRR1503020.Contig_36455_60.7994_length_1471	1471
SRR1503044.Contig_8385_46.9232_length_1244	1244
SRR1503058.Contig_11654_11.7075_length_543	543
SRR1503058.Contig_16662_256.398_length_9322	9322
SRR1503058.Contig_19287_7.58297_length_948	948
SRR1503058.Contig_27918_8.37688_length_686	686
SRR1503058.Contig_33475_11.4759_length_1430	1430
SRR1503060.Contig_16600_5.21617_length_626	626
SRR1503060.Contig_23198_4.71415_length_1045	1045
SRR1503060.Contig_28262_22.4913_length_1282	1282
SRR1503060.Contig_28948_9.823_length_1133	1133
SRR1503081.Contig_5020_25.2162_length_774	774
SRR1503081.Contig_14059_93.8714_length_751	751
SRR1503081.Contig_14948_201.85_length_875	875
SRR1503081.Contig_19774_22.4655_length_1543	1543
SRR1503081.Contig_19781_66.1344_length_920	920
SRR1503081.Contig_28406_305.998_length_656	656
SRR1503107.Contig_264_6092.95_length_7707	7707
SRR1503107.Contig_798_3486.83_length_4877	4877
SRR1503107.Contig_2392_6019.98_length_6585	6585
SRR1503107.Contig_3795_11.9735_length_585	585
SRR1503107.Contig_9183_846.286_length_3981	3981
SRR1503107.Contig_12152_14.339_length_790	790
SRR1503107.Contig_12635_32.5366_length_799	799
SRR1503107.Contig_17016_1590.71_length_4417	4417
SRR1503107.Contig_20260_9903.44_length_14249	14249
SRR1503107.Contig_20654_1399.37_length_8157	8157
SRR1503107.Contig_22256_2035.66_length_1382	1382
SRR1503107.Contig_22299_846.393_length_3252	3252
SRR1503107.Contig_25872_830.243_length_1174	1174
SRR1503107.Contig_29106_1193.31_length_3577	3577
SRR1503107.Contig_29994_1181.87_length_15061	15061
SRR1503107.Contig_30699_475.996_length_1900	1900
SRR1503107.Contig_30976_9276.21_length_24480	24480
SRR1503108.Contig_1540_6.35198_length_1003	1003
SRR1503108.Contig_2059_227.433_length_6823	6823
SRR1503108.Contig_2323_5.88441_length_591	591
SRR1503108.Contig_3056_18.1591_length_680	680
SRR1503108.Contig_13065_5.80929_length_644	644
SRR1503108.Contig_18618_7.4902_length_581	581
SRR1503108.Contig_20217_10.3807_length_661	661
SRR1503108.Contig_20924_4.14451_length_539	539
SRR1503108.Contig_27243_11.0663_length_804	804
SRR1503108.Contig_29190_15.9288_length_1073	1073
SRR1503108.Contig_31976_7.55621_length_874	874
SRR1503108.Contig_34254_77.5805_length_8369	8369
SRR1503110.Contig_833_5.53374_length_509	509
SRR1503110.Contig_1639_5.97393_length_557	557
SRR1503110.Contig_5372_37.7523_length_1461	1461
SRR1503110.Contig_6477_6.875_length_924	924
SRR1503110.Contig_25347_18.2068_length_958	958
SRR1503110.Contig_25451_7.81293_length_747	747
SRR1503110.Contig_25559_10.6642_length_1479	1479
SRR1503110.Contig_27911_108.229_length_2266	2266
SRR1503110.Contig_27912_125.157_length_2266	2266
SRR1503113.Contig_3216_208.903_length_1433	1433
SRR1503113.Contig_8472_10.0479_length_542	542
SRR1503113.Contig_14435_6.36251_length_991	991
SRR1503113.Contig_20251_7.36923_length_800	800
SRR1503113.Contig_23003_12.8996_length_1066	1066
SRR1503113.Contig_27588_11.567_length_759	759
SRR1503113.Contig_29130_12.6538_length_1906	1906
SRR1503113.Contig_31635_54.1238_length_925	925
SRR1503127.Contig_2762_7.86029_length_564	564
SRR1503127.Contig_12751_5.24613_length_601	601
SRR1503127.Contig_20659_9.16619_length_1067	1067
SRR1503127.Contig_20890_14.4763_length_1347	1347
SRR1503127.Contig_25838_6.41218_length_1005	1005
SRR1503127.Contig_29033_10.9668_length_1616	1616
SRR1503127.Contig_30324_9.12075_length_1345	1345
SRR1503127.Contig_31725_10.8551_length_1386	1386
SRR1503150.Contig_21076_14.3186_length_1966	1966
SRR1503154.Contig_3770_209.723_length_8994	8994
SRR1503154.Contig_4408_451.205_length_4667	4667
SRR1503154.Contig_14471_1666.65_length_2250	2250
SRR1503154.Contig_19189_16.5461_length_736	736
SRR1503154.Contig_19807_185.122_length_12925	12925
SRR1503154.Contig_27032_2475.67_length_8873	8873
SRR1503155.Contig_2663_72838.5_length_1186	1186
SRR1503155.Contig_3536_5149.22_length_9090	9090
SRR1503155.Contig_5727_76.5299_length_673	673
SRR1503155.Contig_6017_35943.1_length_3188	3188
SRR1503155.Contig_12315_2669.63_length_1581	1581
SRR1503155.Contig_13046_6807.74_length_2813	2813
SRR1503155.Contig_13595_50396.1_length_1225	1225
SRR1503155.Contig_13958_4.17976_length_682	682
SRR1503155.Contig_17520_8.32322_length_679	679
SRR1503155.Contig_20786_31.3391_length_1925	1925
SRR1503155.Contig_20858_3.99776_length_911	911
SRR1565472.Contig_10105_23.72_length_6120	6120
SRR1565472.Contig_40196_5.30405_length_612	612
SRR1565472.Contig_44768_38.3401_length_2893	2893
SRR1565472.Contig_49565_6.30372_length_1337	1337
SRR1565735.Contig_2362_13.5199_length_3571	3571
SRR1565735.Contig_11636_558.039_length_1038	1038
SRR1565735.Contig_13028_3072.83_length_1171	1171
SRR1565735.Contig_15420_5.79046_length_712	712
SRR1565735.Contig_15925_7.34339_length_716	716
SRR1565735.Contig_16477_9.73056_length_740	740
SRR1565735.Contig_16543_5.47511_length_944	944
SRR1565735.Contig_25364_2187.18_length_1041	1041
SRR1565735.Contig_34399_7.60149_length_557	557
SRR1565735.Contig_38889_9.74318_length_643	643
SRR1565735.Contig_50045_5.74327_length_503	503
SRR1565735.Contig_55765_8.31161_length_726	726
SRR1565735.Contig_56134_710.128_length_1749	1749
SRR1565735.Contig_57649_1028.05_length_2283	2283
SRR1565735.Contig_59821_10.7872_length_659	659
SRR1565735.Contig_59847_15.2076_length_863	863
SRR1565735.Contig_64140_4.33292_length_825	825
SRR1571722.Contig_13785_5.55969_length_531	531
SRR1571729.Contig_24255_12.9978_length_930	930
SRR1571731.Contig_12804_12.6622_length_618	618
SRR1582004.Contig_11612_114.292_length_985	985
SRR1582761.Contig_5634_9.5703_length_653	653
SRR1584245.Contig_25830_8.56296_length_695	695
SRR1584253.Contig_15362_9.17391_length_2251	2251
SRR1584346.Contig_22554_11.7539_length_2665	2665
SRR1609919.Contig_2820_111.02_length_530	530
SRR1609919.Contig_4828_28.3657_length_1368	1368
SRR1609919.Contig_6946_24.9529_length_1632	1632
SRR1609919.Contig_11137_455.821_length_1907	1907
SRR1609919.Contig_13359_27.8841_length_1392	1392
SRR1609919.Contig_17007_544.967_length_633	633
SRR1609919.Contig_21136_126.831_length_832	832
SRR1609919.Contig_26044_297.889_length_670	670
SRR1609919.Contig_26196_143.275_length_701	701
SRR1609919.Contig_26808_266.794_length_747	747
SRR1609919.Contig_27968_107.296_length_2422	2422
SRR1653580.Contig_4250_14.7515_length_1396	1396
SRR1653580.Contig_5344_438778_length_8759	8759
SRR1653592.Contig_3995_16.1856_length_548	548
SRR1653592.Contig_13396_22.4952_length_852	852
SRR1653592.Contig_17867_66.2073_length_541	541
SRR1653592.Contig_29899_45.7888_length_2752	2752
SRR1653605.Contig_8624_56.1006_length_2546	2546
SRR1653605.Contig_29607_20.7255_length_1204	1204
SRR1653605.Contig_34639_88.8681_length_1233	1233
SRR1653605.Contig_37346_43.5963_length_617	617
SRR1662288.Contig_12285_7363.45_length_749	749
SRR1662291.Contig_7747_6.28_length_620	620
SRR1662291.Contig_8010_168.146_length_971	971
SRR1662291.Contig_10853_46.3275_length_1046	1046
SRR1662291.Contig_14093_71.2216_length_584	584
SRR1662291.Contig_17948_369.03_length_3906	3906
SRR1662295.Contig_1429_18586.2_length_7346	7346
SRR1743363.Contig_6138_9.9985_length_687	687
SRR1743363.Contig_7740_133.53_length_728	728
SRR1743363.Contig_14781_8.55691_length_758	758
SRR1743363.Contig_14933_13.0119_length_1370	1370
SRR1743363.Contig_20054_12.9272_length_775	775
SRR1743363.Contig_23921_8.6671_length_786	786
SRR1743363.Contig_28161_42.4241_length_6403	6403
SRR1743363.Contig_30035_7.90688_length_514	514
SRR1743363.Contig_32552_26.4742_length_2671	2671
SRR1743363.Contig_33930_14.8144_length_1674	1674
SRR1743363.Contig_37647_86.438_length_931	931
SRR1743363.Contig_38556_30.8825_length_1569	1569
SRR1743363.Contig_43377_25.5956_length_846	846
SRR1743363.Contig_46692_116.46_length_1030	1030
SRR1743363.Contig_46731_102.623_length_660	660
SRR1743363.Contig_47518_12.8186_length_4017	4017
SRR1743363.Contig_59741_645.672_length_1747	1747
SRR1743363.Contig_66812_8.75218_length_593	593
SRR1743363.Contig_70455_22.0381_length_2093	2093
SRR1743363.Contig_71413_30.9839_length_1948	1948
SRR1743363.Contig_72792_10.0463_length_949	949
SRR1743363.Contig_74318_28.779_length_1133	1133
SRR1743363.Contig_94735_12.9548_length_838	838
SRR1790682.Contig_13802_38819.9_length_7418	7418
SRR1790683.Contig_3940_105342_length_533	533
SRR1790683.Contig_5771_35.4089_length_717	717
SRR1790683.Contig_5978_2714.71_length_1037	1037
SRR1790683.Contig_9049_7280.43_length_1494	1494
SRR1790683.Contig_9193_500543_length_1266	1266
SRR1790683.Contig_9950_49386_length_1142	1142
SRR1790683.Contig_12309_3484.58_length_2064	2064
SRR1790684.Contig_3035_46340.1_length_2224	2224
SRR1790684.Contig_3733_8657.43_length_786	786
SRR1790684.Contig_4523_3427.02_length_738	738
SRR1790684.Contig_6910_7003.39_length_551	551
SRR1790684.Contig_18383_297776_length_917	917
SRR1790684.Contig_21409_2721.39_length_1456	1456
SRR1790687.Contig_25559_1122.69_length_851	851
SRR1790687.Contig_26623_22.8871_length_516	516
SRR1801940.Contig_30447_11.8285_length_1489	1489
SRR1803085.Contig_7449_8.15887_length_832	832
SRR1803085.Contig_16903_23.9063_length_6082	6082
SRR1803085.Contig_48977_7.76268_length_1558	1558
SRR1803107.Contig_31974_6.07856_length_631	631
SRR1805073.Contig_150_58.8182_length_1392	1392
SRR1805073.Contig_385_51.0525_length_801	801
SRR1805073.Contig_2318_72.1295_length_1232	1232
SRR1805073.Contig_3888_40.2996_length_1128	1128
SRR1805073.Contig_4881_8.55026_length_587	587
SRR1805073.Contig_4992_57.3183_length_708	708
SRR1805073.Contig_5479_84.0464_length_2324	2324
SRR1805073.Contig_5730_156.42_length_899	899
SRR1805073.Contig_8124_92.0156_length_727	727
SRR1805073.Contig_8552_16.2179_length_1140	1140
SRR1805073.Contig_8575_338.631_length_1731	1731
SRR1805073.Contig_8708_69.8971_length_1711	1711
SRR1805073.Contig_9171_21.4022_length_751	751
SRR1805073.Contig_10007_178.75_length_601	601
SRR1805073.Contig_11044_63.7329_length_5865	5865
SRR1805073.Contig_11388_5.9388_length_837	837
SRR1805073.Contig_12582_12.2429_length_1708	1708
SRR1805073.Contig_12781_17.5841_length_888	888
SRR1805073.Contig_14037_20.6288_length_1445	1445
SRR1805073.Contig_15465_27.4968_length_1131	1131
SRR1805073.Contig_15708_8.40877_length_727	727
SRR1805073.Contig_16762_24.0541_length_648	648
SRR1805073.Contig_16843_48.8506_length_5200	5200
SRR1805073.Contig_17211_36.4101_length_1322	1322
SRR1805073.Contig_19647_22.8734_length_1173	1173
SRR1805073.Contig_20306_18.558_length_986	986
SRR1805073.Contig_22444_29.6719_length_2891	2891
SRR1805073.Contig_23454_94.8156_length_3019	3019
SRR1805073.Contig_24570_33.8504_length_2146	2146
SRR1805073.Contig_25354_100.704_length_716	716
SRR1805073.Contig_25914_28.4006_length_729	729
SRR1805073.Contig_26769_26.4934_length_551	551
SRR1805073.Contig_27668_8.37488_length_2186	2186
SRR1805073.Contig_29352_33.858_length_1027	1027
SRR1805073.Contig_30577_77.3561_length_854	854
SRR1805073.Contig_30671_54.3673_length_2402	2402
SRR1805073.Contig_32357_6.19749_length_658	658
SRR1805073.Contig_34947_18.4539_length_1604	1604
SRR1805073.Contig_36107_60.1644_length_1109	1109
SRR1805073.Contig_36779_26.0847_length_787	787
SRR1805073.Contig_38364_31.1055_length_532	532
SRR1805073.Contig_38383_173.852_length_4031	4031
SRR1805073.Contig_40508_256.403_length_1106	1106
SRR1805073.Contig_41656_79.6094_length_3556	3556
SRR1805073.Contig_46072_10.4639_length_574	574
SRR1805073.Contig_47027_84.1664_length_597	597
SRR1805097.Contig_1669_25.3199_length_7610	7610
SRR1805097.Contig_2707_29.2627_length_1276	1276
SRR1805097.Contig_4017_84.3327_length_2473	2473
SRR1805097.Contig_5903_28.3994_length_691	691
SRR1805097.Contig_7118_16.0804_length_1661	1661
SRR1805097.Contig_7910_16.8966_length_610	610
SRR1805097.Contig_8351_54.7855_length_2398	2398
SRR1805097.Contig_8438_15.5019_length_540	540
SRR1805097.Contig_11919_14.007_length_1159	1159
SRR1805097.Contig_12739_15.9061_length_510	510
SRR1805097.Contig_15033_37.389_length_3732	3732
SRR1805097.Contig_16294_8.51793_length_522	522
SRR1805097.Contig_19023_19.5962_length_971	971
SRR1805097.Contig_26956_95.0669_length_1456	1456
SRR1805097.Contig_31707_20.2233_length_826	826
SRR1805097.Contig_36153_38.7181_length_1581	1581
SRR1805097.Contig_36219_9.5887_length_657	657
SRR1805097.Contig_37179_39.7631_length_1510	1510
SRR1805097.Contig_37694_8.30114_length_548	548
SRR1805097.Contig_37803_66.8378_length_1629	1629
SRR1805097.Contig_37971_68.2365_length_1593	1593
SRR1805105.Contig_522_45.6122_length_1733	1733
SRR1805105.Contig_2846_52.9916_length_2758	2758
SRR1805105.Contig_3563_37.525_length_679	679
SRR1805105.Contig_3694_50.5458_length_1002	1002
SRR1805105.Contig_3823_10.6149_length_625	625
SRR1805105.Contig_4756_51.7535_length_596	596
SRR1805105.Contig_5382_58.7413_length_3352	3352
SRR1805105.Contig_6625_8.29899_length_612	612
SRR1805105.Contig_9801_13.9056_length_624	624
SRR1805105.Contig_11500_53.6951_length_3178	3178
SRR1805105.Contig_11745_192.968_length_1098	1098
SRR1805105.Contig_12660_36.1297_length_737	737
SRR1805105.Contig_17428_59.2593_length_664	664
SRR1805105.Contig_17917_29.837_length_1112	1112
SRR1805105.Contig_17950_63.9654_length_742	742
SRR1805105.Contig_18222_14.7257_length_2273	2273
SRR1805105.Contig_18307_33.4974_length_1586	1586
SRR1805105.Contig_18571_20.6072_length_939	939
SRR1805105.Contig_18746_11.6615_length_1051	1051
SRR1805105.Contig_18753_28.4723_length_723	723
SRR1805105.Contig_20064_7.96149_length_773	773
SRR1805105.Contig_20385_114.966_length_2081	2081
SRR1805105.Contig_20829_38.1857_length_1296	1296
SRR1805105.Contig_21273_29.1612_length_510	510
SRR1805105.Contig_22813_29.568_length_564	564
SRR1805105.Contig_23181_8.00127_length_1593	1593
SRR1805105.Contig_23965_26.1169_length_1611	1611
SRR1805105.Contig_24711_18.6327_length_1376	1376
SRR1805105.Contig_24726_11.1938_length_1671	1671
SRR1805105.Contig_24755_146.695_length_1611	1611
SRR1805105.Contig_26683_57.9221_length_508	508
SRR1805105.Contig_26931_35.6114_length_689	689
SRR1805105.Contig_27723_6.72861_length_698	698
SRR1805105.Contig_27995_26.3051_length_2980	2980
SRR1805105.Contig_28343_35.8782_length_644	644
SRR1805105.Contig_29297_66.0516_length_1047	1047
SRR1805105.Contig_30439_27.2752_length_1288	1288
SRR1805105.Contig_31831_64.6782_length_1179	1179
SRR1805105.Contig_32599_46.7623_length_1202	1202
SRR1805105.Contig_35029_11.7265_length_766	766
SRR1805105.Contig_35220_60.3181_length_894	894
SRR1805105.Contig_35607_18.7132_length_1662	1662
SRR1805105.Contig_36193_73.2355_length_3732	3732
SRR1805105.Contig_36519_23.581_length_600	600
SRR1805105.Contig_37300_38.2262_length_661	661
SRR1805105.Contig_41903_25.4465_length_768	768
SRR1805105.Contig_42729_23.6118_length_1393	1393
SRR1805105.Contig_43022_86.3912_length_654	654
SRR1805115.Contig_897_17.5677_length_677	677
SRR1805115.Contig_1347_5.18168_length_697	697
SRR1805115.Contig_1757_7.52349_length_1361	1361
SRR1805115.Contig_2362_17.762_length_3511	3511
SRR1805115.Contig_2671_9.24938_length_822	822
SRR1805115.Contig_4676_234.505_length_1129	1129
SRR1805115.Contig_6844_65.9784_length_1037	1037
SRR1805115.Contig_7540_39.6356_length_1049	1049
SRR1805115.Contig_8664_5.93038_length_1715	1715
SRR1805115.Contig_8927_73.4029_length_983	983
SRR1805115.Contig_9075_46.335_length_608	608
SRR1805115.Contig_10894_8.57376_length_1247	1247
SRR1805115.Contig_11398_64.4321_length_1043	1043
SRR1805115.Contig_11702_27.4836_length_1699	1699
SRR1805115.Contig_11761_9.26462_length_670	670
SRR1805115.Contig_12113_53.3724_length_1548	1548
SRR1805115.Contig_15220_22.7406_length_1003	1003
SRR1805115.Contig_15773_51.7175_length_873	873
SRR1805115.Contig_17041_43.9458_length_537	537
SRR1805115.Contig_17421_7.73986_length_735	735
SRR1805115.Contig_17648_45.3677_length_2378	2378
SRR1805115.Contig_18491_13.9856_length_992	992
SRR1805115.Contig_19099_22.8978_length_617	617
SRR1805115.Contig_19417_7.97689_length_799	799
SRR1805115.Contig_20463_26.9493_length_849	849
SRR1805115.Contig_21514_18.2265_length_1234	1234
SRR1805115.Contig_21807_52.6908_length_628	628
SRR1805115.Contig_22130_11.7254_length_1211	1211
SRR1805115.Contig_23113_18.4384_length_572	572
SRR1805115.Contig_23533_9.52626_length_1010	1010
SRR1805115.Contig_24948_16.6061_length_1099	1099
SRR1805115.Contig_25130_89.0806_length_3331	3331
SRR1805115.Contig_26287_57.8498_length_2716	2716
SRR1805115.Contig_27360_364.461_length_1732	1732
SRR1805115.Contig_27567_59.9963_length_557	557
SRR1805115.Contig_27577_59.8518_length_1039	1039
SRR1805115.Contig_28471_8.9697_length_680	680
SRR1805115.Contig_30300_99.5756_length_536	536
SRR1805115.Contig_30967_3.84725_length_511	511
SRR1805115.Contig_31786_5.97195_length_626	626
SRR1805115.Contig_32641_13.1046_length_842	842
SRR1805115.Contig_33006_7.39571_length_720	720
SRR1805115.Contig_33355_157.731_length_1727	1727
SRR1805115.Contig_33527_6.42711_length_802	802
SRR1805115.Contig_34648_30.8195_length_563	563
SRR1805115.Contig_36704_5.77007_length_568	568
SRR1805115.Contig_36771_6.02133_length_817	817
SRR1805217.Contig_3633_14.317_length_572	572
SRR1805217.Contig_50055_22.4654_length_699	699
SRR1805217.Contig_52863_42.4551_length_521	521
SRR1806798.Contig_603_6.19917_length_502	502
SRR1806798.Contig_19640_7.87296_length_571	571
SRR1806798.Contig_20907_40.6086_length_508	508
SRR1806798.Contig_21555_53.7203_length_1400	1400
SRR1806798.Contig_26496_6.25627_length_578	578
SRR1806798.Contig_27043_19.5434_length_642	642
SRR1806798.Contig_36251_47.6212_length_651	651
SRR1806798.Contig_36485_9.07576_length_812	812
SRR1806798.Contig_40815_27.7652_length_744	744
SRR1806798.Contig_41820_7.94803_length_578	578
